10	0.37
20	0.59
30	0.9
40	0.89
50	1.47
60	1.72
70	2.27
80	2.66
90	3.0
100	3.1
110	3.17
120	3.57
130	3.87
140	4.11
150	4.4
160	4.91
170	5.17
180	5.43
190	5.55
200	5.73
210	5.93
220	6.19
230	6.48
240	6.92
250	7.09
260	7.4
270	7.71
280	7.9
290	8.27
300	8.59
310	8.68
320	8.98
330	9.36
340	9.73
350	10.05
360	10.19
370	10.24
380	10.52
390	10.68
400	10.85
410	11.05
420	11.29
430	11.48
440	11.64
450	11.68
460	12.09
470	12.35
480	12.74
490	13.22
500	13.26
510	13.84
520	14.02
530	14.37
540	14.76
550	15.01
560	15.49
570	15.99
580	16.22
590	16.52
600	16.79
610	17.07
620	17.55
630	17.77
640	17.99
650	18.32
660	18.58
670	18.9
680	19.26
690	19.56
700	19.94
710	20.13
720	20.47
730	20.73
740	20.94
750	21.4
760	21.85
770	21.94
780	22.18
790	22.13
800	22.37
810	22.51
820	22.82
830	23.06
840	23.28
850	23.61
860	23.91
870	24.28
880	24.73
890	25.1
900	25.59
910	26.01
920	25.9
930	26.28
940	26.54
950	26.8
960	27.13
970	27.26
980	27.71
990	28.04
1000	28.2
1010	28.58
1020	28.71
1030	28.91
1040	29.12
1050	29.62
1060	29.96
1070	30.16
1080	30.58
1090	31.01
1100	31.41
1110	31.78
1120	31.95
1130	32.36
1140	32.51
1150	32.88
1160	33.05
1170	33.49
1180	33.73
1190	33.9
1200	34.22
1210	34.63
1220	35.13
1230	35.32
1240	35.52
1250	35.68
1260	35.86
1270	36.21
1280	36.76
1290	36.89
1300	37.16
1310	37.44
1320	37.7
1330	37.94
1340	38.17
1350	38.51
1360	38.8
1370	39.18
1380	39.63
1390	39.84
1400	39.91
1410	40.1
1420	40.39
1430	40.67
1440	40.94
1450	41.18
1460	41.48
1470	41.71
1480	41.94
1490	42.13
1500	42.28
1510	42.47
1520	42.69
1530	42.88
1540	43.11
1550	43.26
1560	43.53
1570	43.73
1580	43.99
1590	44.27
1600	44.55
1610	44.56
1620	44.8
1630	45.02
1640	45.24
1650	45.4
1660	45.75
1670	46.02
1680	46.36
1690	46.53
1700	46.65
1710	46.95
1720	47.18
1730	47.43
1740	47.77
1750	48.11
1760	48.45
1770	48.64
1780	48.77
1790	49.14
1800	49.54
1810	49.76
1820	50.06
1830	50.5
1840	50.64
1850	50.78
1860	50.91
1870	51.35
1880	51.68
1890	51.99
1900	52.28
1910	52.59
1920	53.07
1930	53.35
1940	53.62
1950	53.84
1960	54.2
1970	54.53
1980	54.83
1990	55.12
2000	55.15
2010	55.45
2020	55.84
2030	56.15
2040	56.53
2050	56.95
2060	57.2
2070	57.29
2080	57.56
2090	57.73
2100	57.83
2110	58.12
2120	58.2
2130	58.55
2140	58.91
2150	59.16
2160	59.35
2170	59.59
2180	59.82
2190	60.16
2200	60.42
2210	60.59
2220	60.87
2230	61.04
2240	61.1
2250	61.35
2260	61.82
2270	62.16
2280	62.36
2290	62.62
2300	62.81
2310	63.04
2320	63.21
2330	63.4
2340	63.67
2350	63.8
2360	64.23
2370	64.6
2380	64.83
2390	65.02
2400	65.46
2410	65.62
2420	65.97
2430	66.19
2440	66.18
2450	66.64
2460	66.87
2470	67.04
2480	67.26
2490	67.4
2500	67.65
2510	67.97
2520	68.26
2530	68.53
2540	68.69
2550	68.86
2560	69.33
2570	69.71
2580	70.1
2590	70.26
2600	70.43
2610	70.83
2620	70.97
2630	71.18
2640	71.39
2650	71.56
2660	71.74
2670	71.97
2680	72.17
2690	72.46
2700	72.5
2710	72.72
2720	72.75
2730	73.16
2740	73.34
2750	73.41
2760	73.62
2770	74.03
2780	74.3
2790	74.7
2800	74.9
2810	75.08
2820	75.39
2830	75.37
2840	75.66
2850	76.0
2860	76.2
2870	76.46
2880	76.82
2890	77.05
2900	77.35
2910	77.54
2920	77.68
2930	77.96
2940	78.21
2950	78.44
2960	78.7
2970	79.13
2980	79.11
2990	79.5
3000	79.78
3010	79.94
3020	80.09
3030	80.32
3040	80.72
3050	80.82
3060	81.11
3070	81.22
3080	81.35
3090	81.35
3100	81.47
3110	81.59
3120	81.64
3130	81.82
3140	81.78
3150	82.16
3160	82.5
3170	82.88
3180	83.03
3190	83.39
3200	83.7
3210	83.75
3220	84.03
3230	84.14
3240	84.34
3250	84.47
3260	84.74
3270	84.97
3280	85.22
3290	85.57
3300	85.61
3310	85.98
3320	86.38
3330	86.62
3340	86.96
3350	87.3
3360	87.53
3370	87.81
3380	88.41
3390	88.6
3400	88.86
3410	89.17
3420	89.39
3430	89.64
3440	89.88
3450	90.45
3460	90.69
3470	91.09
3480	91.53
3490	91.94
3500	92.34
3510	92.48
3520	92.74
3530	92.74
3540	93.13
3550	93.39
3560	93.59
3570	93.93
3580	94.14
3590	94.56
3600	94.88
3610	94.93
3620	95.37
3630	95.52
3640	95.67
3650	95.81
3660	96.14
3670	96.27
3680	96.47
3690	96.69
3700	97.03
3710	97.17
3720	97.44
3730	97.72
3740	97.98
3750	98.12
3760	98.31
3770	98.56
3780	98.78
3790	99.05
3800	99.27
3810	99.51
3820	99.74
3830	99.87
3840	100.26
3850	100.69
3860	100.96
3870	101.3
3880	101.6
3890	101.93
3900	101.96
3910	102.17
3920	102.47
3930	102.74
3940	102.94
3950	103.17
3960	103.38
3970	103.59
3980	103.76
3990	103.92
4000	104.24
4010	104.52
4020	104.74
4030	104.91
4040	105.24
4050	105.58
4060	105.93
4070	106.2
4080	106.35
4090	106.49
4100	106.86
4110	107.04
4120	107.24
4130	107.34
4140	107.4
4150	107.62
4160	107.68
4170	107.79
4180	108.0
4190	108.22
4200	108.72
4210	108.96
4220	109.34
4230	109.55
4240	109.96
4250	110.19
4260	110.28
4270	110.63
4280	110.93
4290	111.11
4300	111.43
4310	111.66
4320	112.0
4330	112.24
4340	112.51
4350	112.75
4360	113.05
4370	113.31
4380	113.6
4390	113.68
4400	113.87
4410	114.16
4420	114.37
4430	114.61
4440	114.74
4450	114.95
4460	115.23
4470	115.5
4480	115.76
4490	116.01
4500	116.35
4510	116.5
4520	116.6
4530	116.77
4540	116.93
4550	117.14
4560	117.44
4570	117.7
4580	117.89
4590	117.96
4600	118.11
4610	118.24
4620	118.38
4630	118.76
4640	118.87
4650	119.02
4660	119.21
4670	119.46
4680	119.7
4690	119.75
4700	119.98
4710	120.16
4720	120.36
4730	120.52
4740	120.66
4750	120.85
4760	121.23
4770	121.57
4780	121.72
4790	121.81
4800	122.08
4810	122.33
4820	122.42
4830	122.65
4840	122.98
4850	123.26
4860	123.4
4870	123.78
4880	124.0
4890	124.22
4900	124.37
4910	124.61
4920	124.7
4930	124.89
4940	125.13
4950	125.46
4960	125.88
4970	126.23
4980	126.53
4990	126.83
5000	127.04
5010	127.22
5020	127.41
5030	127.58
5040	127.64
5050	127.93
5060	128.08
5070	128.31
5080	128.5
5090	128.56
5100	128.84
5110	129.07
5120	129.29
5130	129.46
5140	129.62
5150	129.85
5160	130.14
5170	130.4
5180	130.51
5190	130.78
5200	131.18
5210	131.36
5220	131.6
5230	131.73
5240	131.95
5250	132.16
5260	132.28
5270	132.5
5280	132.65
5290	133.02
5300	133.12
5310	133.44
5320	133.78
5330	133.8
5340	134.15
5350	134.36
5360	134.46
5370	134.71
5380	134.88
5390	135.0
5400	135.31
5410	135.7
5420	135.74
5430	136.05
5440	136.46
5450	136.45
5460	136.81
5470	137.1
5480	137.47
5490	137.62
5500	137.87
5510	138.1
5520	138.26
5530	138.28
5540	138.62
5550	138.91
5560	139.17
5570	139.45
5580	139.84
5590	140.14
5600	140.46
5610	140.63
5620	140.8
5630	141.07
5640	141.11
5650	141.41
5660	141.48
5670	141.67
5680	141.86
5690	142.04
5700	142.13
5710	142.29
5720	142.45
5730	142.72
5740	142.96
5750	143.35
5760	143.68
5770	144.07
5780	144.19
5790	144.42
5800	144.59
5810	144.76
5820	144.67
5830	144.9
5840	145.15
5850	145.39
5860	145.57
5870	146.05
5880	146.14
5890	146.32
5900	146.44
5910	146.61
5920	146.65
5930	146.94
5940	147.23
5950	147.36
5960	147.46
5970	147.61
5980	147.77
5990	148.12
6000	148.26
6010	148.46
6020	148.69
6030	148.83
6040	148.96
6050	149.21
6060	149.33
6070	149.55
6080	149.78
6090	150.14
6100	150.23
6110	150.37
6120	150.58
6130	150.62
6140	150.86
6150	151.13
6160	151.48
6170	151.78
6180	152.02
6190	152.2
6200	152.37
6210	152.61
6220	152.83
6230	152.92
6240	153.27
6250	153.55
6260	153.76
6270	153.75
6280	154.03
6290	154.46
6300	154.69
6310	154.84
6320	155.12
6330	155.4
6340	155.55
6350	155.79
6360	156.03
6370	156.18
6380	156.27
6390	156.59
6400	156.82
6410	157.11
6420	157.38
6430	157.68
6440	157.75
6450	157.96
6460	158.27
